timestamp,pck,glck,tpt,pck_lag1,pck_rm30,pck_rsd30,pck_rskew30,pck_rkurt30,pck_slope3,glck_diff1,glck_rm5,tpt_lag5,tpt_lag10,tpt_lag20,tpt_rm120,pck_glck_diff,pck_tpt_diff
2017-02-01 02:02:22,1735889.0,1564183.0,119.0945,1727484.0,1672844.9375,40020.459893190884,-8.818860510950108e-06,-1.2000125968094577,8405.666666666666,0.0,1564183.0,119.0945,119.0944,,119.09446249999999,171706.0,1735769.9055
2017-02-01 02:02:23,1744296.0,1564183.0,119.0945,1735889.0,1677047.9411764706,42448.132618630276,-4.907832414988383e-06,-1.2000027989712283,8406.0,0.0,1564183.0,119.0945,119.0945,,119.09446470588236,180113.0,1744176.9055
2017-02-01 02:02:24,1752701.0,1564183.0,119.0945,1744296.0,1681250.888888889,44875.59461429929,-9.417007957264501e-06,-1.2000081035500736,8405.666666666666,0.0,1564183.0,119.0945,119.0945,,119.09446666666665,188518.0,1752581.9055
2017-02-01 02:02:25,1764130.0,1564183.0,119.0945,1752701.0,1685612.9473684211,47575.8729662113,0.019916148856113196,-1.1702256638495205,9413.666666666666,0.0,1564183.0,119.0945,119.0945,,119.09446842105262,199947.0,1764010.9055
2017-02-01 02:02:26,1775560.0,1564183.0,119.0945,1764130.0,1690110.3,50486.21232115597,0.048643524669534255,-1.1342444203804911,10421.333333333334,0.0,1564183.0,119.0945,119.0945,,119.09447,211377.0,1775440.9055
2017-02-01 02:02:27,1786989.0,1564183.0,119.0945,1775560.0,1694723.5714285714,53556.9089059212,0.07924482480527689,-1.1035731577075578,11429.333333333334,0.0,1564183.0,119.0945,119.0945,119.0944,119.09447142857141,222806.0,1786869.9055
2017-02-01 02:02:28,1798418.0,1564183.0,119.0945,1786989.0,1699436.9545454546,56749.50504460244,0.10795072443354124,-1.082206084957564,11429.333333333334,0.0,1564183.0,119.0945,119.0945,119.0944,119.09447272727272,234235.0,1798298.9055
2017-02-01 02:02:29,1809847.0,1564183.0,119.0945,1798418.0,1704237.391304348,60034.45770989971,0.13302282257915926,-1.0702953388406389,11429.0,0.0,1564183.0,119.0945,119.0945,119.0944,119.09447391304347,245664.0,1809727.9055
2017-02-01 02:02:30,1821276.0,1564183.0,119.0945,1809847.0,1709114.0,63389.1634217107,0.15390788028279517,-1.06639035866125,11429.0,0.0,1564183.0,119.0945,119.0945,119.0944,119.09447499999999,257093.0,1821156.9055
2017-02-01 02:02:31,1832705.0,1564183.0,119.0945,1821276.0,1714057.64,66796.33996140806,0.17068361326515427,-1.0686133615731768,11429.0,0.0,1564183.0,119.0945,119.0945,119.0944,119.094476,268522.0,1832585.9055
2017-02-01 02:02:32,1844134.0,1564183.0,119.0945,1832705.0,1719060.576923077,70242.75631845497,0.18372584654974003,-1.0751924787238594,11429.0,0.0,1564183.0,119.0945,119.0945,119.0944,119.09447692307693,279951.0,1844014.9055
2017-02-01 02:02:33,1855563.0,1564183.0,119.0945,1844134.0,1724116.2222222222,73718.25889380007,0.19352138938765973,-1.0846547900211938,11429.0,0.0,1564183.0,119.0945,119.0945,119.0945,119.09447777777777,291380.0,1855443.9055
2017-02-01 02:02:34,1866992.0,1564183.0,119.0945,1855563.0,1729218.9285714286,77215.03374771896,0.20056953837909533,-1.0958581467443842,11429.0,0.0,1564183.0,119.0945,119.0945,119.0945,119.09447857142857,302809.0,1866872.9055
2017-02-01 02:02:35,1860416.0,1564183.0,119.0946,1866992.0,1733742.9655172413,79641.49356938917,0.16403984385507225,-1.1737725766070355,5427.333333333333,0.0,1564183.0,119.0945,119.0945,119.0945,119.09448275862069,296233.0,1860296.9054
2017-02-01 02:02:36,1853840.0,1564183.0,119.0946,1860416.0,1737746.2,81270.09269751125,0.10944666580472186,-1.2538756122550327,-574.3333333333334,0.0,1564183.0,119.0945,119.0945,119.0945,119.09448666666665,289657.0,1853720.9054
2017-02-01 02:02:37,1847264.0,1564183.0,119.0946,1853840.0,1745661.6666666667,79931.9303275297,0.04221197331288959,-1.3315025640989215,-6576.0,0.0,1564183.0,119.0945,119.0945,119.0945,119.09449032258064,283081.0,1847144.9054
2017-02-01 02:02:38,1840688.0,1564183.0,119.0946,1847264.0,1753077.7333333334,77996.33209940662,-0.033105456680404315,-1.3862566350083214,-6576.0,0.0,1564183.0,119.0945,119.0945,119.0945,119.09449375,276505.0,1840568.9054
2017-02-01 02:02:39,1834112.0,1564183.0,119.0946,1840688.0,1759994.4,75557.05064003426,-0.11268848078686088,-1.4132153899007027,-6576.0,0.0,1564183.0,119.0945,119.0945,119.0945,119.09449696969696,269929.0,1833992.9054
2017-02-01 02:02:40,1827536.0,1564183.0,119.0946,1834112.0,1766411.6666666667,72697.88617395236,-0.19367418766482666,-1.4101620191492588,-6576.0,0.0,1564183.0,119.0946,119.0945,119.0945,119.0945,263353.0,1827416.9054
2017-02-01 02:02:41,1820960.0,1564183.0,119.0946,1827536.0,1772329.5333333334,69496.56828825215,-0.2734494630500401,-1.376381581190233,-6576.0,0.0,1564183.0,119.0946,119.0945,119.0945,119.09450285714286,256777.0,1820840.9054
2017-02-01 02:02:42,1814384.0,1564183.0,119.0946,1820960.0,1777748.0,66027.9628104379,-0.349126345120952,-1.3124532074951933,-6576.0,0.0,1564183.0,119.0946,119.0945,119.0945,119.09450555555554,250201.0,1814264.9054
2017-02-01 02:02:43,1807808.0,1564183.0,119.0946,1814384.0,1782667.0666666667,62367.01196556289,-0.4170719238997067,-1.2207467555204077,-6576.0,0.0,1564183.0,119.0946,119.0945,119.0945,119.0945081081081,243625.0,1807688.9054
2017-02-01 02:02:44,1801232.0,1564183.0,119.0946,1807808.0,1787086.7333333334,58591.6960639526,-0.47245222841210516,-1.1065896371663047,-6576.0,0.0,1564183.0,119.0946,119.0945,119.0945,119.0945105263158,237049.0,1801112.9054
2017-02-01 02:02:45,1794656.0,1564183.0,119.0946,1801232.0,1791007.0,54786.20982541601,-0.508852547651538,-0.980107878099358,-6576.0,0.0,1564183.0,119.0946,119.0946,119.0945,119.09451282051282,230473.0,1794536.9054
2017-02-01 02:02:46,1757910.0,1564183.0,119.0946,1794656.0,1793422.2,51469.21232147557,-0.4558142496359222,-0.9722625695228363,-16632.666666666668,0.0,1564183.0,119.0946,119.0946,119.0945,119.094515,193727.0,1757790.9054
2017-02-01 02:02:47,1721163.0,1564183.0,119.0946,1757910.0,1794332.3,49864.37694258742,-0.3782675517128729,-1.1106609518522759,-26689.666666666668,0.0,1564183.0,119.0946,119.0946,119.0945,119.09451707317072,156980.0,1721043.9054
2017-02-01 02:02:48,1684416.0,1564183.0,119.0946,1721163.0,1793737.3,51092.20711490592,-0.4659027031652696,-0.8816314349561847,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0945,119.09451904761904,120233.0,1684296.9054
2017-02-01 02:02:49,1647669.0,1564183.0,119.0946,1684416.0,1791637.2,55710.392396689596,-0.7816075369890757,0.04908256605199854,-36747.0,0.0,1564183.0,119.0946,119.0946,119.0945,119.09452093023256,83486.0,1647549.9054
2017-02-01 02:02:50,1610923.0,1564183.0,119.0946,1647669.0,1788032.0333333334,63519.92752345584,-1.140377692382931,1.05219580480352,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0945,119.09452272727272,46740.0,1610803.9054
2017-02-01 02:02:51,1574176.0,1564183.0,119.0946,1610923.0,1782921.7666666666,73880.9733509821,-1.3777555253908438,1.5469311744469196,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0945,119.09452444444445,9993.0,1574056.9054
2017-02-01 02:02:52,1537429.0,1564183.0,119.0946,1574176.0,1776306.4333333333,86110.45167997845,-1.4727890463864968,1.5445486213247384,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0945,119.0945260869565,-26754.0,1537309.9054
2017-02-01 02:02:53,1500683.0,1564183.0,119.0946,1537429.0,1768186.0,99654.68876662265,-1.4681218517248469,1.2675195635734797,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0945,119.09452765957447,-63500.0,1500563.9054
2017-02-01 02:02:54,1463936.0,1564183.0,119.0946,1500683.0,1758560.5,114100.5942396657,-1.4066806161461165,0.8891304884423774,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0945,119.09452916666667,-100247.0,1463816.9054
2017-02-01 02:02:55,1427189.0,1564183.0,119.0946,1463936.0,1747329.1333333333,129127.19822683618,-1.3146136733345681,0.49802077133629324,-36746.666666666664,0.0,1564183.0,119.0946,119.0946,119.0946,119.0945306122449,-136994.0,1427069.9054
2017-02-01 02:02:56,1427124.0,1564183.0,119.0946,1427189.0,1735714.6,141571.06055084016,-1.1610049996677567,-0.05995206390212619,-24519.666666666668,0.0,1564183.0,119.0946,119.0946,119.0946,119.094532,-137059.0,1427004.9054
2017-02-01 02:02:57,1427058.0,1564183.0,119.0947,1427124.0,1723716.9,151947.14131369317,-0.9957868865602366,-0.553021466536705,-12292.666666666666,0.0,1564183.0,119.0946,119.0946,119.0946,119.09453529411763,-137125.0,1426938.9053
2017-02-01 02:02:58,1426992.0,1564183.0,119.0947,1427058.0,1711336.0333333334,160539.70558443404,-0.8329081079109559,-0.9488241610047496,-65.66666666666667,0.0,1564183.0,119.0946,119.0946,119.0946,119.09453846153846,-137191.0,1426872.9053
2017-02-01 02:02:59,1426926.0,1564183.0,119.0947,1426992.0,1698572.0,167508.51291841234,-0.6761549353753356,-1.2542357013425844,-66.0,0.0,1564183.0,119.0946,119.0946,119.0946,119.09454150943395,-137257.0,1426806.9053
2017-02-01 02:03:00,1426861.0,1564183.0,119.0947,1426926.0,1685424.8333333333,172936.01679753937,-0.5261142903623645,-1.4823321689112006,-65.66666666666667,0.0,1564183.0,119.0946,119.0946,119.0946,119.09454444444444,-137322.0,1426741.9053
2017-02-01 02:03:01,1426795.0,1564183.0,119.0947,1426861.0,1671894.5,176850.3123978697,-0.3824281165295757,-1.6451868864963226,-65.66666666666667,0.0,1564183.0,119.0946,119.0946,119.0946,119.09454727272727,-137388.0,1426675.9053
2017-02-01 02:03:02,1426729.0,1564183.0,119.0947,1426795.0,1657981.0,179235.64429832154,-0.24466659312338873,-1.7529127311759423,-65.66666666666667,0.0,1564183.0,119.0947,119.0946,119.0946,119.09455,-137454.0,1426609.9053
2017-02-01 02:03:03,1426663.0,1564183.0,119.0947,1426729.0,1643684.3333333333,180035.87760170482,-0.11281561916826509,-1.8145656356006064,-66.0,0.0,1564183.0,119.0947,119.0946,119.0946,119.09455263157895,-137520.0,1426543.9053
2017-02-01 02:03:04,1426597.0,1564183.0,119.0947,1426663.0,1629004.5,179152.24411689804,0.01221119180445069,-1.8402612570946086,-66.0,0.0,1564183.0,119.0947,119.0946,119.0946,119.09455517241379,-137586.0,1426477.9053
2017-02-01 02:03:05,1426532.0,1564183.0,119.0947,1426597.0,1614541.7,177330.6792213737,0.1382462397352656,-1.826091184408152,-65.66666666666667,0.0,1564183.0,119.0947,119.0946,119.0946,119.09455762711863,-137651.0,1426412.9053
2017-02-01 02:03:06,1426466.0,1564183.0,119.0947,1426532.0,1600295.9,174589.11685664344,0.2664176882135115,-1.7708574285779835,-65.66666666666667,0.0,1564183.0,119.0947,119.0946,119.0946,119.09456,-137717.0,1426346.9053
2017-02-01 02:03:07,1441566.0,1564183.0,119.0947,1426466.0,1586772.6333333333,170463.36531439572,0.3995992501598479,-1.6695292480360815,4989.666666666667,0.0,1564183.0,119.0947,119.0947,119.0946,119.09456229508196,-122617.0,1441446.9053
2017-02-01 02:03:08,1456666.0,1564183.0,119.0947,1441566.0,1573971.9,165071.97676778477,0.5372626700270456,-1.5149365474295091,10044.666666666666,0.0,1564183.0,119.0947,119.0947,119.0946,119.09456451612904,-107517.0,1456546.9053
2017-02-01 02:03:09,1471766.0,1564183.0,119.0947,1456666.0,1561893.7,158507.1144727991,0.6790135068145147,-1.2994435527857873,15100.0,0.0,1564183.0,119.0947,119.0947,119.0946,119.09456666666667,-92417.0,1471646.9053
2017-02-01 02:03:10,1486867.0,1564183.0,119.0947,1471766.0,1550538.0666666667,150837.35437011163,0.8240550457916198,-1.0146760820059653,15100.333333333334,0.0,1564183.0,119.0947,119.0947,119.0946,119.09456875,-77316.0,1486747.9053
2017-02-01 02:03:11,1501967.0,1564183.0,119.0947,1486867.0,1539904.9666666666,142107.8462185,0.9703448129901501,-0.6527725090017447,15100.333333333334,0.0,1564183.0,119.0947,119.0947,119.0946,119.09457076923077,-62216.0,1501847.9053
2017-02-01 02:03:12,1517067.0,1564183.0,119.0947,1501967.0,1529994.4,132337.18842687778,1.1128738657457802,-0.21140491748151818,15100.333333333334,0.0,1564183.0,119.0947,119.0947,119.0946,119.09457272727272,-47116.0,1516947.9053
2017-02-01 02:03:13,1532167.0,1564183.0,119.0947,1517067.0,1520806.3666666667,121509.54793348038,1.2396391784803658,0.28986222136634066,15100.0,0.0,1564183.0,119.0947,119.0947,119.0946,119.09457462686568,-32016.0,1532047.9053
2017-02-01 02:03:14,1547267.0,1564183.0,119.0947,1532167.0,1512340.8666666667,109557.76708162941,1.32103895819737,0.7550055366730579,15100.0,0.0,1564183.0,119.0947,119.0947,119.0946,119.09457647058824,-16916.0,1547147.9053
2017-02-01 02:03:15,1536634.0,1564183.0,119.0947,1547267.0,1503740.1333333333,95908.24798436162,1.3164661907055109,0.9290072413076274,6522.333333333333,0.0,1564183.0,119.0947,119.0947,119.0946,119.09457826086957,-27549.0,1536514.9053
2017-02-01 02:03:16,1526000.0,1564183.0,119.0947,1536634.0,1496009.8,83222.55327833576,1.262585633560661,0.9722586660632422,-2055.6666666666665,0.0,1564183.0,119.0947,119.0947,119.0946,119.09458000000001,-38183.0,1525880.9053
2017-02-01 02:03:17,1515367.0,1564183.0,119.0947,1526000.0,1489149.9333333333,71708.89726258526,1.139193483470751,0.7912145664169582,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09458169014084,-48816.0,1515247.9053
2017-02-01 02:03:18,1504733.0,1564183.0,119.0947,1515367.0,1483160.5,61633.12149113734,0.9332824880468836,0.30114525087696353,-10633.666666666666,0.0,1564183.0,119.0947,119.0947,119.0947,119.09458333333333,-59450.0,1504613.9053
2017-02-01 02:03:19,1494100.0,1564183.0,119.0947,1504733.0,1478041.5333333334,53314.65470188778,0.6663516802123841,-0.4587475665831171,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09458493150684,-70083.0,1493980.9053
2017-02-01 02:03:20,1483467.0,1564183.0,119.0948,1494100.0,1473793.0,47073.51924676738,0.42800287825905425,-1.1771153154118397,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09458783783784,-80716.0,1483347.9052
2017-02-01 02:03:21,1472833.0,1564183.0,119.0948,1483467.0,1470414.9,43089.081078180185,0.3434430672937533,-1.4315439385392161,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09459066666668,-91350.0,1472713.9052
2017-02-01 02:03:22,1462200.0,1564183.0,119.0948,1472833.0,1467907.2666666666,41202.3378027159,0.4294368315375078,-1.2618613619963324,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09459342105262,-101983.0,1462080.9052
2017-02-01 02:03:23,1451567.0,1564183.0,119.0948,1462200.0,1466270.0666666667,40829.20247849327,0.5487984212377155,-1.1122787863823898,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09459610389611,-112616.0,1451447.9052
2017-02-01 02:03:24,1440933.0,1564183.0,119.0948,1451567.0,1465503.3,41089.71287581793,0.5897590133189535,-1.1140662366999414,-10633.333333333334,0.0,1564183.0,119.0947,119.0947,119.0947,119.09459871794871,-123250.0,1440813.9052
2017-02-01 02:03:25,1452886.0,1564183.0,119.0948,1440933.0,1466359.8666666667,40527.45774353406,0.5768039631713746,-1.0808716886533036,-3104.6666666666665,0.0,1564183.0,119.0948,119.0947,119.0947,119.09460126582279,-111297.0,1452766.9052
2017-02-01 02:03:26,1464839.0,1564183.0,119.0948,1452886.0,1467617.0333333334,39847.64773266238,0.5406563799913635,-1.0484643321206386,4424.0,0.0,1564183.0,119.0948,119.0947,119.0947,119.09460375,-99344.0,1464719.9052
2017-02-01 02:03:27,1476791.0,1564183.0,119.0948,1464839.0,1469274.8,39130.152689144714,0.4763055647812068,-1.0306767695424819,11952.666666666666,0.0,1564183.0,119.0948,119.0947,119.0947,119.0946061728395,-87392.0,1476671.9052
2017-02-01 02:03:28,1488744.0,1564183.0,119.0948,1476791.0,1471333.2,38447.456707419326,0.3838144350320385,-1.037229854059626,11952.666666666666,0.0,1564183.0,119.0948,119.0947,119.0947,119.09460853658537,-75439.0,1488624.9052
2017-02-01 02:03:29,1500696.0,1564183.0,119.0948,1488744.0,1473792.2,37863.992117340036,0.2696132800249555,-1.0686278764816766,11952.333333333334,0.0,1564183.0,119.0948,119.0947,119.0947,119.09461084337349,-63487.0,1500576.9052
2017-02-01 02:03:30,1512649.0,1564183.0,119.0948,1500696.0,1476651.8,37434.434213102424,0.1470897300825399,-1.1129549759852753,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.0946130952381,-51534.0,1512529.9052
2017-02-01 02:03:31,1524602.0,1564183.0,119.0948,1512649.0,1479912.0333333334,37200.953182525154,0.03548915755619183,-1.147396501192281,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.09461529411763,-39581.0,1524482.9052
2017-02-01 02:03:32,1536554.0,1564183.0,119.0948,1524602.0,1483572.8666666667,37190.67502028286,-0.043374352968047744,-1.1461541919850662,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.09461744186046,-27629.0,1536434.9052
2017-02-01 02:03:33,1548507.0,1564183.0,119.0948,1536554.0,1487634.3333333333,37413.8487860903,-0.06977515866630944,-1.0925404245400316,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.0946195402299,-15676.0,1548387.9052
2017-02-01 02:03:34,1560460.0,1564183.0,119.0948,1548507.0,1492096.4333333333,37863.0918101832,-0.030269179120445012,-0.9894913695002251,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.09462159090909,-3723.0,1560340.9052
2017-02-01 02:03:35,1572412.0,1564183.0,119.0948,1560460.0,1496959.1,38514.36249733063,0.08049137264304863,-0.8630283475813684,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.09462359550562,8229.0,1572292.9052
2017-02-01 02:03:36,1584365.0,1564183.0,119.0948,1572412.0,1502222.4,39329.19063284178,0.2610707750217122,-0.75783924592603,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.09462555555555,20182.0,1584245.9052
2017-02-01 02:03:37,1596318.0,1564183.0,119.0948,1584365.0,1507380.8,41203.14777094597,0.38035973811765195,-0.5762012534313379,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.09462747252748,32135.0,1596198.9052
2017-02-01 02:03:38,1608270.0,1564183.0,119.0948,1596318.0,1512434.2666666666,43972.48206034147,0.44475492236366587,-0.4407837130475607,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.0946293478261,44087.0,1608150.9052
2017-02-01 02:03:39,1620223.0,1564183.0,119.0948,1608270.0,1517382.8333333333,47453.66158473731,0.4736730665427031,-0.4026305026009459,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0947,119.0946311827957,56040.0,1620103.9052
2017-02-01 02:03:40,1632176.0,1564183.0,119.0948,1620223.0,1522226.4666666666,51476.838263123136,0.48510820239116537,-0.4493160309636482,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0948,119.09463297872341,67993.0,1632056.9052
2017-02-01 02:03:41,1644128.0,1564183.0,119.0948,1632176.0,1526965.1666666667,55900.76211872199,0.4905427940034955,-0.5461799640891919,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0948,119.0946347368421,79945.0,1644008.9052
2017-02-01 02:03:42,1656081.0,1564183.0,119.0949,1644128.0,1531598.9666666666,60614.87316030734,0.49578730884038336,-0.6622892730748852,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0948,119.09463749999999,91898.0,1655961.9051
2017-02-01 02:03:43,1668034.0,1564183.0,119.0949,1656081.0,1536127.8666666667,65534.82627750608,0.5031736555947642,-0.7776888106694664,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0948,119.09464020618556,103851.0,1667914.9051
2017-02-01 02:03:44,1679987.0,1564183.0,119.0949,1668034.0,1540551.8666666667,70596.91476932284,0.5132899596303415,-0.8819025679362776,11953.0,0.0,1564183.0,119.0948,119.0948,119.0948,119.09464285714286,115804.0,1679867.9051
2017-02-01 02:03:45,1691939.0,1564183.0,119.0949,1679987.0,1545728.7,75802.04101344073,0.48908045058289595,-1.0030052496066486,11952.666666666666,0.0,1564183.0,119.0948,119.0948,119.0948,119.09464545454546,127756.0,1691819.9051
2017-02-01 02:03:46,1710747.0,1564183.0,119.0949,1691939.0,1551886.9333333333,81438.92059228607,0.4587525819541818,-1.0718453197111766,14237.666666666666,0.0,1564183.0,119.0948,119.0948,119.0948,119.09464799999999,146564.0,1710627.9051
2017-02-01 02:03:47,1729554.0,1564183.0,119.0949,1710747.0,1559026.5,87304.32594082977,0.4229755079991614,-1.1040492983696408,16522.333333333332,0.0,1564183.0,119.0949,119.0948,119.0948,119.0946504950495,165371.0,1729434.9051
2017-02-01 02:03:48,1748361.0,1564183.0,119.0949,1729554.0,1567147.4333333333,93211.03170491825,0.38371586033456007,-1.1109470786967908,18807.333333333332,0.0,1564183.0,119.0949,119.0948,119.0948,119.09465294117646,184178.0,1748241.9051
2017-02-01 02:03:49,1767169.0,1564183.0,119.0949,1748361.0,1576249.7333333334,98985.84715448876,0.34365747181166406,-1.0997217046190482,18807.333333333332,0.0,1564183.0,119.0949,119.0948,119.0948,119.09465533980583,202986.0,1767049.9051
2017-02-01 02:03:50,1785976.0,1564183.0,119.0949,1767169.0,1586333.3666666667,104464.78067766751,0.3059569041282633,-1.0752806522404785,18807.333333333332,0.0,1564183.0,119.0949,119.0948,119.0948,119.09465769230769,221793.0,1785856.9051
2017-02-01 02:03:51,1804783.0,1564183.0,119.0949,1785976.0,1597398.3666666667,109487.63179700212,0.2743677460207656,-1.0423045926242296,18807.333333333332,0.0,1564183.0,119.0949,119.0948,119.0948,119.09466,240600.0,1804663.9051
2017-02-01 02:03:52,1823591.0,1564183.0,119.0949,1804783.0,1609444.7333333334,113891.92767675078,0.25368289942649774,-1.0074880970253142,18807.333333333332,0.0,1564183.0,119.0949,119.0949,119.0948,119.09466226415094,259408.0,1823471.9051
2017-02-01 02:03:53,1842398.0,1564183.0,119.0949,1823591.0,1622472.4333333333,117505.6830991532,0.25059404099865673,-0.9826421975347593,18807.333333333332,0.0,1564183.0,119.0949,119.0949,119.0948,119.09466448598131,278215.0,1842278.9051
2017-02-01 02:03:54,1861205.0,1564183.0,119.0949,1842398.0,1636481.5,120139.14853683171,0.2752816232350077,-0.9901767293802751,18807.333333333332,0.0,1564183.0,119.0949,119.0949,119.0948,119.09466666666667,297022.0,1861085.9051
2017-02-01 02:03:55,1880013.0,1564183.0,119.0949,1861205.0,1650719.0666666667,122908.4422422191,0.2935696265684999,-1.0074977939420469,18807.333333333332,0.0,1564183.0,119.0949,119.0949,119.0948,119.09466880733945,315830.0,1879893.9051
2017-02-01 02:03:56,1898820.0,1564183.0,119.0949,1880013.0,1665185.1,125782.07212623209,0.3053109798157778,-1.0325443132762417,18807.333333333332,0.0,1564183.0,119.0949,119.0949,119.0948,119.09467090909091,334637.0,1898700.9051
2017-02-01 02:03:57,1829287.0,1564183.0,119.0949,1898820.0,1676934.9666666666,124028.37217832622,0.22805166719805867,-1.160782334306426,-10639.333333333334,0.0,1564183.0,119.0949,119.0949,119.0948,119.09467297297297,265104.0,1829167.9051
2017-02-01 02:03:58,1759754.0,1564183.0,119.0949,1829287.0,1685968.6333333333,119640.69979777758,0.16694041151368447,-1.1734548304030805,-40086.333333333336,0.0,1564183.0,119.0949,119.0949,119.0948,119.09467500000001,195571.0,1759634.9051
2017-02-01 02:03:59,1690221.0,1564183.0,119.0949,1759754.0,1692286.1333333333,114409.70301379761,0.17012532598772784,-1.1071123459567136,-69533.0,0.0,1564183.0,119.0949,119.0949,119.0948,119.09467699115045,126038.0,1690101.9051
2017-02-01 02:04:00,1620688.0,1564183.0,119.0949,1690221.0,1695887.4333333333,110182.53449763535,0.23534094248929996,-1.0800186761441237,-69533.0,0.0,1564183.0,119.0949,119.0949,119.0948,119.09467894736842,56505.0,1620568.9051
2017-02-01 02:04:01,1551155.0,1564183.0,119.0949,1620688.0,1696772.5333333334,108857.83387257667,0.27499822845306776,-1.106344331011601,-69533.0,0.0,1564183.0,119.0949,119.0949,119.0948,119.09468086956522,-13028.0,1551035.9051
2017-02-01 02:04:02,1481622.0,1564183.0,119.0949,1551155.0,1694941.4666666666,112060.6364927205,0.15111608377971797,-0.9421600333633906,-69533.0,0.0,1564183.0,119.0949,119.0949,119.0949,119.09468275862069,-82561.0,1481502.9051
2017-02-01 02:04:03,1412089.0,1564183.0,119.0949,1481622.0,1690394.2,120646.55376571871,-0.1677375051035749,-0.40458994819515565,-69533.0,0.0,1564183.0,119.0949,119.0949,119.0949,119.09468461538462,-152094.0,1411969.9051
